Depmap ID,Expression Public 23Q2,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-000760,8.371776644337924,LNZ308,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000761,9.097847785326554,NUGC2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000762,7.506367092903064,YD38,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000763,7.874981347653774,MM1S,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000764,7.06888573730101,SH10TC,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000765,7.576446554683242,WM983B,Melanoma,Skin,Melanoma
ACH-000766,7.788228924066704,NCIH1648,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000767,7.872459421723194,NCIH526,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000768,8.522149933175767,MDAMB231,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000769,7.461561300001896,LK2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000770,8.228289605309342,P31FUJ,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-000771,8.026025398542973,BICR56,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000772,8.23218105768664,TE441T,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000773,5.884842093799463,KIJK,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000774,7.299940629824065,RERFLCAD2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000775,7.885269296801219,NCIH727,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000776,8.266271200435487,ONS76,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-000777,8.188489942914352,KYSE30,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000778,7.410324142806316,HSC3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000779,8.427438563715096,PC9,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000780,8.244934615533833,NCIH1105,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000781,8.680922073679353,NCIH2023,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000782,8.645262132154004,SEM,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000783,8.95892965182401,CAMA1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000784,7.819348854815701,KYSE70,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000785,7.111240020532455,NCIH2126,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000786,6.207697668655053,DAUDI,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000787,7.954836073572856,LXF289,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000788,6.426600226169925,A2058,Melanoma,Skin,Melanoma
ACH-000789,7.6946016533561234,NCIH810,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000790,8.141800611652467,SHP77,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000791,9.00789626744035,RERFLCAD1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000792,8.91704381782312,BFTC909,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000793,7.3403842354553985,KATOIII,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000794,6.905808168366878,BICR22,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000796,7.328944145449754,MCAS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000797,8.392575023893789,HLFA,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000798,7.5474344051066655,CL40,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000799,7.771159295556855,HS695T,Melanoma,Skin,Melanoma
ACH-000800,8.499367566349127,NCIH446,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000801,8.406460138944789,HS936T,Melanoma,Skin,Melanoma
ACH-000802,7.584060534426763,BFTC905,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000803,6.600804954989473,COLO668,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000804,8.056258365138767,NB1,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-000805,7.693417260403204,COLO679,Melanoma,Skin,Melanoma
ACH-000806,8.73454027988397,L540,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-000807,9.099742294762637,SNU738,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000808,8.878142898852765,HUH28,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-000809,7.298108403211415,KYSE410,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000810,7.568488196784421,SKMEL30,Melanoma,Skin,Melanoma
ACH-000811,9.071381912634717,SKOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000812,8.19643000095457,COLO783,Melanoma,Skin,Melanoma
ACH-000813,8.460455896309636,T3M10,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000814,7.474030370207135,HS939T,Melanoma,Skin,Melanoma
ACH-000815,8.570159301636119,KMH2,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-000816,6.73674015545321,NCIH524,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000817,7.076494962525477,RPMI8226,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000818,8.404928660563366,BT483,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000819,8.105279974561409,LN18,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000820,6.850874415720346,SW403,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000821,7.646882672664623,EJM,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000822,8.053002695694355,SKMEL24,Melanoma,Skin,Melanoma
ACH-000823,7.585263030883869,KYSE140,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000824,7.748863714535698,KYSE510,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000825,8.743420716937921,HOP92,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000826,7.73978060977326,CAL12T,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000827,7.614194503855795,WM793,Melanoma,Skin,Melanoma
ACH-000828,7.554512110538712,ZR7530,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000829,6.991635216476986,HUNS1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000830,8.266271200435487,NCIH1436,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000831,8.776433032444732,HEC50B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000832,7.590137892053097,CAL27,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000833,6.645730475306076,RH30,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000834,8.383056230005618,UMUC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000835,7.800705802329471,GCT,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-000836,7.158256228811341,YD15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000837,8.054088735372929,NCIH322,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000838,7.388447876317109,AMO1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000839,7.119356177039675,SCABER,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma
ACH-000840,7.961854807636159,HCC366,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000841,8.221007026749193,NCIH2087,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000842,8.349037902120875,SW480,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000843,7.410493751910778,HARA,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000844,7.949651651195215,DMS454,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000845,7.161988425719757,NCIH1373,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000846,7.735589869732486,FADU,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000847,8.459062700581331,HGC27,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000848,8.023255352300303,JHH7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-000849,7.192687343779546,MDAMB468,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000850,7.820242797066683,HS698T,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000851,8.41574176829009,MORCPR,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000852,8.007419783571914,NCIH1435,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000853,8.858229714211179,NCIH661,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000854,6.7475216725404215,OCIMY5,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000855,7.978424465440858,KYSE150,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000856,8.489847960439297,CAL51,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000857,8.207063141518661,CAL851,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000858,7.199574198978244,KNS62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000859,8.086773153056884,HCC1954,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ
ACH-000860,8.079004694514811,NCIH358,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000861,7.658925511492373,HOP62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000862,8.366540787845338,KMBC2,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000863,7.39557697654977,DBTRG05MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000864,9.260966564519483,COLO684,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000865,7.822985018546877,KYSE450,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000866,8.849842925683895,NCIH1048,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000867,6.56711948795167,CHAGOK1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000868,7.83932978216199,HCC1195,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000869,7.975676037797327,NCIH1568,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000870,8.169423978676072,NCIH1930,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000871,7.605775804973608,NCIH510,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000872,7.504382042036919,HCC515,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000873,5.821710215034674,KYSE270,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000874,6.71918344048179,RS411,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000875,9.446669787307012,NCIH2347,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000876,7.433126376206435,MDAMB415,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000877,7.634665866007271,EB1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000878,8.94623373705576,HCC15,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000879,8.653310861385087,MFE296,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000880,8.524933432399344,AGS,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000881,7.610877199471949,MELJUSO,Melanoma,Skin,Melanoma
ACH-000882,7.024585638278273,IGR1,Melanoma,Skin,Melanoma
ACH-000883,7.61970645004589,SW1783,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000884,7.377817853083645,MDAMB435S,Melanoma,Skin,Melanoma
ACH-000885,8.352220026467794,TOV21G,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000886,8.38404980679516,NCIH2009,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000887,7.948250409442755,SF172,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000888,9.190367937546275,NCIH1793,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000889,6.676662334857967,KMM1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000890,8.896937815182312,SW1271,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000891,7.288635409037678,HCC1438,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000892,8.359881307278348,NCIH1563,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000893,8.76732374542585,NCIH1651,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000894,8.477353526634559,NCIH1869,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000895,6.996727685728139,CL34,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000896,7.320304149325612,647V,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000897,8.310294672093839,FTC238,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-000898,7.513964407438903,SNU719,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000899,7.757823336207727,WM88,Melanoma,Skin,Melanoma
ACH-000900,9.451066835114284,NCIH23,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000901,9.01091967136856,HCC1359,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000902,8.598834136017684,CAL148,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000903,9.459349644999335,FTC133,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-000904,7.9478998862482655,NCIH2106,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000905,8.63026712502677,5637,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000906,7.887342485297895,ES2,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000907,8.000281748861532,SNU349,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000908,8.033037497162962,SNU520,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000909,8.475206507911906,JHUEM2,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000910,8.703661374091961,MDAMB453,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000911,8.098347966998038,NUGC3,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000912,9.08971529298172,NCIH2286,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000913,7.537451387653073,ESS1,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-000914,7.125878364429871,HT,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000915,8.094552786039102,IPC298,Melanoma,Skin,Melanoma
ACH-000916,8.522424601437594,NCIH1573,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000917,7.271556403202352,TE4,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000918,7.4086269541618,MOLT16,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000919,8.20589097310111,IM95,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000920,7.804389198535633,CMLT1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-000921,7.995427985832538,NCIH157DM,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000922,8.058532970201611,RCHACV,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000923,7.10527997456141,BCP1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000924,7.676309727000684,NCIH2172,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000925,8.055445136293523,DV90,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000926,7.547511523644216,HT55,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000927,8.092069979658522,BT474,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000928,9.490650349248018,JHUEM1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000929,8.187253085582297,NCIH2110,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000930,8.542490224491699,HCC1569,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000931,8.037656764819355,HMCB,Melanoma,Skin,Melanoma
ACH-000932,8.484822894262146,SNU1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000933,9.337934043347405,SNU324,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-000934,8.404162311293856,MDAMB361,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000935,8.70818723602071,MDST8,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000936,7.804131021183318,EFO27,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000937,8.024419419597187,PF382,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000938,8.002702520379824,NALM6,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000939,8.522228415158153,SKUT1,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-000940,9.239598529249124,AN3CA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000941,8.484299281164516,HEC1B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000942,7.93969674069176,HPBALL,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000943,7.389910925071665,RKO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000944,7.404204896934502,NAMALWA,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000945,8.652414788611289,NCIH650,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000946,7.264348763351165,HEC265,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000947,9.008260531303058,OVK18,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000948,7.856363275069203,2313287,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000949,8.25077213159993,TGBC11TKB,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000950,7.80238711453514,LOVO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000951,7.723080678335769,NCIH2342,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000952,8.282856762199058,MDAPCA2B,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000953,7.203788453308596,SUPT1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000954,8.648465443027314,HEC1A,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000955,7.260025655961455,SNU407,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000956,9.68083418967413,22RV1,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000957,8.233859307196411,LS180,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000958,8.113429635079077,SW48,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000959,8.018700931064458,SNUC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000960,8.0612901780291,REH,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000961,8.837911714119942,ISHIKAWAHERAKLIO02ER,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000962,8.694740929799819,OC314,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000963,7.401476878553344,CCK81,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000964,7.740522858354904,MOLT3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000965,7.713833260186281,RL952,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000966,7.990614562001527,IGROV1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000967,8.301907681631237,SNUC2A,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000968,8.284708448692164,COLO792,Melanoma,Skin,Melanoma
ACH-000969,7.638291094170947,KM12,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000970,7.8697480514650655,SNUC5,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000971,7.930205097784433,HCT116,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000972,8.572018029481569,HEC151,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000973,7.766263865647512,639V,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer
ACH-000974,9.104258022404128,SNGM,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000975,8.086401645880029,HCC2450,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000976,7.662063046428036,HUCCT1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-000977,8.281095455948238,LNCAPCLONEFGC,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000978,8.273935433636701,EN,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000980,8.077136160331984,NCIH1155,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000981,8.217763871908643,DND41,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000982,8.668601379971863,GP2D,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000983,8.830166572973235,KCL22,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-000984,7.912170802949952,HEC6,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000985,7.746312766425459,LS411N,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000986,8.182543333151754,HT115,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000987,7.31015831794782,MEWO,Melanoma,Skin,Melanoma
ACH-000988,9.067676358266487,MFE319,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000989,7.727784344837084,SNU175,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000990,8.44844673457656,HEC108,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000991,7.686360452903688,SNU81,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000993,8.64230445840064,JHUEM7,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000994,8.433001151320347,HEC59,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000995,8.410790519871572,JURKAT,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000996,8.27584514695013,HEC251,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000997,8.625781889065387,HCT15,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000998,8.548243944222849,CW2,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000999,8.39313300190094,SNU1040,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001001,8.324900589077203,143B,Osteosarcoma,Bone,Osteosarcoma
ACH-001016,8.407182772342685,BECKER,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001020,8.191059214531656,BT16,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001022,8.232516863806042,CBAGPN,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001028,9.068482723589613,CHLA06ATRT,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001029,8.496134746729233,CHLA10,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001030,8.593913946637086,CHLA218,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001031,7.490409679460006,CHLA266,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001032,8.570918255328666,CHLA32,Ewing Sarcoma,Bone,Ewing Sarcoma
